LocationNumber,RSSI,TxLinkSpeed,RxLinkSpeed,MainAPConnect,TxThroughput,AvgPingLatency
4,-51.17,686.41,781.18,0,3.6,58.6
10,-61.87,599.3,386.36,1,16.76,50.11
31,-76.85,113.79,124.03,1,13.54,73.68
21,-51.25,854.9,889.02,1,17.73,45.48
10,-60.38,375.4,342.66,1,16.67,51.78
22,-58.26,700.91,643.87,1,16.78,47.15
9,-62.3,534.62,375.8,1,14.71,71.62
29,-67.77,362.58,303.94,1,16.68,48.04
11,-60.69,427.99,391.67,1,15.29,55.08
8,-66.46,361,296.6,1,14.25,48.46
34,-69.66,235.28,282.85,0,13.13,61.87
29,-67.5,346.38,378.92,1,15.9,68.52
5,-58.11,668.39,19.32,0,16.47,63.97
10,-58.31,454,348.19,1,15.49,71.43
6,-69.13,238.04,260.96,1,16.69,49.81
24,-62.2,519.46,594.5,1,16.53,56.11
12,-66.78,325.57,236.24,1,5.49,44.19
2,-72.76,173.77,158.06,1,5.65,61.8
11,-60.63,429.89,372.38,1,15.66,55.01
2,-72.95,185.88,196.31,1,14.2,48.18
24,-63.5,597.02,477.01,1,13.78,54.53
32,-73.9,198.76,231.53,1,14.39,73.33
6,-67.63,234.51,327.68,1,14.54,50.95
22,-59.55,638.91,651.18,1,15.53,48.06
1,-75.42,233.09,194.35,1,10.66,60.74
32,-74.57,257.31,234.84,1,15.36,72.58
33,-71.58,448.89,334.34,1,12.94,68.02
33,-70.54,373.44,290.8,1,3.5,64.22
28,-63.69,460.08,400.66,1,16.66,69.7
29,-67.72,362.62,330.53,1,4.07,56.58
7,-70.41,229.39,241.18,1,10.56,52.07
14,-49.36,856.55,579.11,1,14.05,50.29
26,-61.13,698.71,520.92,1,14,62.47
12,-66.82,463.33,302.02,1,8.72,62.64
11,-62.18,371,331.49,1,17.39,54.71
18,-53.17,638.38,488.51,1,5.37,48.79
18,-52.78,713.87,585.71,1,14.26,49.33
33,-71.58,354.71,214.18,1,4.94,88.8
29,-67.51,345.7,339.4,1,16.32,69.77
31,-76.45,176.09,128.74,1,14.41,72.14
16,-53.58,878.48,776.8,1,12.67,51.26
36,-75.21,164.9,128.2,1,12.38,55.96
3,-66.6,354.84,390.63,1,14.01,53.01
32,-73.86,223.96,187.17,1,14.38,63.68
2,-73.42,83.04,184.64,1,8.45,45.76
6,-67.21,360.29,298.45,1,13.9,55.43
18,-53.6,635.95,626.45,1,17.63,49.4
9,-61.7,370.19,465.49,1,5.77,64.28
12,-66.64,355.32,268.03,1,16.16,52.75
31,-77.38,123.1,127.77,1,13.35,76.63
28,-64.17,459.29,374.5,1,17.45,85.45
20,-41.31,869.59,869.36,1,16.72,47.79
29,-67.78,346.92,321,1,10.9,51.15
19,-47.41,876.74,864.92,1,14.9,48.01
5,-58.33,641.08,578.11,0,14.33,54.63
2,-73.05,102.96,196.82,1,8.38,46.41
18,-53.24,588.31,583.84,1,15.21,46.74
5,-59.61,638.6,704.83,0,4.05,55.46
1,-75.53,189.78,124.52,1,15.93,54.84
32,-74.14,173.66,219.83,1,13.85,66.63
29,-67.62,352.58,289.37,1,14.29,52.58
15,-50.51,784.26,783.22,1,5.22,52.44
5,-58.21,635.51,587.07,0,10.6,48.04
6,-67.07,232.79,295.65,1,8.66,48.79
34,-70.52,186.57,98.3,0,12.65,57.48
19,-47.22,872.87,879.19,1,5.61,48.05
18,-54.42,639.03,644.63,1,15.55,56.63
36,-75.34,94.46,102.71,1,14.5,48.96
36,-75.08,98.37,85.66,1,14.23,53.01
12,-67.18,462.52,265.74,1,7.05,51.1
15,-50.84,859.07,794.79,1,14.77,51.4
26,-59.96,689.52,596.29,1,14.45,53.3
28,-64.02,347.04,332.18,1,16.11,58.51
2,-72.83,183.56,169.67,1,5.37,62.5
18,-53.41,652.53,640.1,1,14.29,46.07
4,-52,770.48,881.37,0,14.8,49.53
32,-74.28,230.92,217.41,1,14.41,63.9
24,-62.66,532.55,348.56,1,17.89,49.4
20,-39.58,869.66,867.71,1,16.49,47.23
28,-63.74,464.38,361.89,1,16.5,69.89
1,-75.29,262.33,51.82,1,7.61,56.08
3,-66.16,459.21,246.17,1,17.21,54.11
27,-53.72,706.32,657.59,1,15.82,52.86
6,-70.87,450.73,251.54,1,16.03,50.38
4,-52.48,714.21,860.29,0,15.63,48.52
1,-76.03,162.68,132.36,1,15.42,51.69
1,-75.83,250.32,194.51,1,3.42,58.23
36,-75.08,237.42,129.35,1,8.65,54.2
27,-54.89,537.77,629.76,1,16.06,56.83
15,-50.69,772.48,774.46,1,3.84,50.53
17,-48.55,888.49,861.9,1,14.85,45.99
17,-49.2,872.16,864.02,1,17.55,47.81
8,-67.67,345.15,309.41,1,15.06,50.2
5,-58.96,712.9,713.5,0,5.05,68.81
26,-60.73,536.45,541.12,1,16.74,52.09
28,-64.31,385.13,389.08,1,15.51,61.25
36,-74.51,107.7,125.16,1,14.07,51.46
15,-50.32,877.14,777.31,1,17.03,49.18
33,-71.49,495.61,225.99,1,3.76,63.1
26,-60.19,682.93,597.17,1,17.44,53.31
29,-68.14,349.82,252.41,1,15.9,58.63
20,-38.8,880.38,843.84,1,16.06,56.75
15,-49.63,772.76,799.91,1,4.25,46.26
14,-48.79,859.9,574.58,1,14.64,49.83
1,-75.37,229.75,184.53,1,10.5,51.51
31,-76.7,110.94,121.16,1,13.17,70.3
31,-75.97,84.13,155.51,1,13.19,79.19
29,-68.16,338.42,241.63,1,11.11,51.79
34,-72,242.42,268.76,0,13.25,60.48
34,-70.64,246.88,224.31,0,13.61,57.26
18,-53.96,642.78,645.23,1,14.65,47.3
19,-47.54,859.92,863.36,1,5.22,51.8
25,-71.68,338.21,296.23,1,16.89,58.25
9,-61.34,486.48,458.88,1,15.66,71.97
4,-53.33,690.09,867.62,0,15.48,48.8
27,-54.78,648.22,643.23,1,14.76,53.43
27,-54.79,630.89,665.29,1,14.85,54.09
19,-48.47,894.83,879.75,1,14.5,47.63
1,-76.53,171.06,122.92,1,15.69,50.07
32,-74.63,263.16,275.36,1,6.19,67.4
4,-50.04,674.55,697.79,0,16.91,47.93
6,-66.77,353.57,269.84,1,13.24,60.7
11,-61.31,337.92,394.74,1,5.64,52.37
36,-74.93,125.63,139.05,1,11.44,59.91
29,-67.7,479.75,343.57,1,16.22,76.6
16,-52.67,763.97,648.43,1,15.99,56.23
15,-50.99,871.16,778.49,1,14.1,39.39
21,-46.48,873.41,881.57,1,18.36,42.09
3,-64.97,330.28,386.13,1,15.93,63.87
25,-70.88,339.01,327.75,1,14.32,60.45
3,-65.62,367.49,391.64,1,15.79,61.04
9,-62.18,514.61,356.59,1,4,70.51
3,-65.97,359.38,364.56,1,15.9,53.3
19,-48,876.8,874.29,1,10.58,46.71
19,-47.13,861.2,872.82,1,14.96,46.23
17,-49.47,872.73,878.43,1,15.26,53.97
24,-62.28,524.97,584.78,1,15.66,51.63
34,-70.84,238.65,238.57,0,13.35,56.48
14,-49.74,854.12,789.33,1,15.1,51.75
31,-77.08,173.17,121.62,1,16.18,69.67
16,-52.64,654.43,772.22,1,15.22,52.56
22,-59.66,676.52,650.59,1,15.93,47.78
3,-66.05,473.23,360.99,1,13.73,53.51
23,-65.8,636.77,655.63,1,13.19,49.26
3,-65.41,483.18,372.87,1,13.96,54.21
8,-65.94,351.22,401.25,1,17.13,50.74
3,-66.62,355.25,227.94,1,14.55,57.33
36,-74.9,107.64,97.91,1,13.32,49.14
9,-62.53,356.95,469.75,1,5.36,64.5
1,-77.31,243.93,130.31,1,13.36,50.09
14,-49.84,787.06,570.64,1,15.12,46.06
6,-67.79,346.11,325.35,1,13.74,49.66
11,-61.28,345,392.07,1,12.18,48.95
3,-65.43,347.33,352.42,1,16.67,55.04
17,-49.65,849.93,857.4,1,6.75,46.1
21,-50.95,858.96,856.5,1,17.68,46.65
5,-59.35,781.17,687.84,0,3.51,46.2
35,-76.49,176.4,116.65,1,14.24,50.58
33,-70.91,346.99,246.14,1,4.25,60.35
23,-66.86,559.66,588,1,17,54.72
13,-60.54,544.08,519.27,1,17.87,57.07
26,-59.87,533.71,587.02,1,17.32,55.4
34,-69.77,241.25,233.35,0,4.81,53.84
1,-76.19,160.89,128.53,1,15.01,53.73
33,-69.88,348.1,252.54,1,7.19,72.05
27,-54.12,529.81,644.92,1,16.26,58.47
1,-76.1,181.23,186.34,1,11.55,46.06
11,-61.21,352.82,253.46,1,17.33,50.48
14,-49.51,880.43,777.44,1,5.01,53.52
6,-68.24,340.07,238.47,1,10.54,49.74
3,-66.29,270.17,379.47,1,15.94,68.59
33,-71.32,466.01,272.62,1,12.55,73.15
29,-67.19,453.71,315.69,1,17.49,55.96
36,-74.78,202.61,115.18,1,12.65,56.38
6,-67.66,357.86,268.7,1,15.21,50.3
28,-63.93,346.23,368.74,1,16.44,66.52
1,-76.87,240.28,122.72,1,13.43,49.92
1,-76.01,123.54,147.32,1,16.06,50.91
26,-55.98,638.61,577.76,1,7.63,70.93
1,-75.99,168.09,133.5,1,15.36,54.09
23,-66.67,701.58,636.23,1,15.53,48.08
1,-76.6,169.89,107.55,1,16.8,52.63
7,-70.04,246.31,162.89,1,14.37,51.93
27,-53.48,633.48,599.26,1,15.97,48.96
6,-67.21,327.61,297.07,1,13.56,45.99
15,-50.83,771.88,793.2,1,16.12,51.99
17,-49.49,857.86,883.67,1,15.29,53.97
7,-69.3,224.18,155.6,1,14.59,50.51
23,-66.29,634.16,578.11,1,12.49,47.85
23,-66.08,659.65,652.15,1,4.95,52.2
13,-60.59,472.95,519.47,1,13.94,53.73
2,-72.34,149.16,121.97,1,14.21,48.98
9,-62.18,521.29,340.94,1,15.11,70.74
23,-65.4,711.37,588.98,1,17.16,56.44
7,-70.31,179.49,222.73,1,13.41,49.52
8,-67.31,264.18,373.32,1,14.75,47.48
2,-72.24,220.14,140.25,1,15.33,49.02
24,-62.75,676.66,600.78,1,16.29,51.73
36,-74.42,113.08,93.75,1,13.25,49.63
25,-70.79,364.66,291.25,1,14.35,62.88
33,-71.5,324.61,255.03,1,6.67,65.45
7,-69.8,171.15,227.83,1,14.89,47.77
33,-70.23,347.47,253.08,1,6.41,65.06
26,-60.96,702.99,518.42,1,14.89,63.07
25,-70.91,236.35,271.92,1,14.28,55.41
27,-55.89,692.27,470.68,1,16.95,45.43
36,-74.48,171.06,131.11,1,6.53,54.73
20,-38.88,847.51,870.21,1,16.53,47
26,-61.13,715.66,578.01,1,16.51,50.07
24,-63.07,665.87,582.49,1,16.99,47.25
29,-67.81,368.1,220.28,1,15.6,58.33
32,-74.84,245.78,226.41,1,15.08,78.84
14,-50.81,785.06,565.3,1,14.48,55.52
29,-67.53,359.19,286.55,1,14.11,51.8
21,-50.5,859.59,879.17,1,15.51,46.54
5,-58.77,649.08,714.43,0,2.77,46.86
3,-66.09,251.13,224.27,1,12.84,54.62
4,-51.93,766.02,884.56,0,7.83,49.67
6,-68.62,352.56,270.89,1,14.92,60.98
6,-70.08,467.03,257.6,1,16.39,51.63
3,-65.99,330.46,379.26,1,15.99,62.99
24,-63.63,541.22,355.13,1,17.84,50.51
24,-63.52,525.63,454.29,1,15.29,57.38
19,-47.53,852.99,871.19,1,5.33,47.75
26,-60.1,511.75,591.17,1,16.78,55.42
6,-67.87,342.29,256.61,1,15.15,50.36
36,-74.02,96.37,129.82,1,13.82,50.9
24,-62.65,661.44,341.75,1,4.58,60.45
27,-54.16,642.57,573.83,1,5.46,49.49
9,-62.39,529.77,454.26,1,15.36,68.86
20,-40.96,876.74,855.32,1,17.25,47.3
10,-57.66,469.12,206.75,1,5.38,56.3
12,-67.74,331.17,241.04,1,11.94,64.23
25,-70.75,335.02,325.97,1,16.21,57.32
26,-58.7,652.38,520.65,1,10.43,54.35
2,-73.49,199.36,125.52,1,13.71,47.12
36,-75.22,110.56,82.58,1,16.1,51.98
12,-67.42,447.14,263.34,1,14.44,51.55
28,-64.75,372.62,404.93,1,15.82,68.41
21,-49.03,869.69,867.07,1,15.89,47.49
33,-71.38,356.95,235.36,1,4.81,89.16
36,-74.67,116.34,131.87,1,14.26,52.59
23,-66.7,531.03,583.68,1,16.27,45.84
36,-75.87,90.13,127.73,1,7.41,50.42
20,-39.51,859.46,874.2,1,17.28,46.65
23,-65.88,661.49,583.4,1,16.27,46.95
32,-73.34,254.83,166.25,1,8.77,67.89
4,-49.88,646.65,865.54,0,4.93,52.73
2,-72.38,123.45,177.99,1,13.43,56.91
27,-54.04,649.42,638.69,1,14.77,53.9
15,-51.37,786.09,774.84,1,15.3,53.47
10,-58.03,467.15,246.93,1,4.99,55.58
28,-64.34,502.31,377.76,1,7.25,68.82
17,-49.02,877.96,861.56,1,15.26,47.74
33,-70,339.1,230.93,1,1.53,65.43
7,-70.39,232.79,257.62,1,15.56,44.4
18,-52.34,640.44,651.05,1,15.63,51.22
23,-67.95,510.54,602.12,1,10.66,50.62
1,-75.66,157.13,166.59,1,14.87,50.46
12,-67.03,346.97,287.46,1,14,62.4
34,-71.46,254.42,161.23,0,2.27,57.23
15,-50.17,779.82,566.72,1,15.31,48.35
9,-61.38,461.13,515.8,1,4.51,63.8
20,-39.61,862.53,872.55,1,11.88,47.56
8,-66.49,368.92,305.66,1,15.47,56.49
20,-37.81,855.13,873,1,15.46,51.86
6,-68.61,334.18,298.56,1,11.35,49.9
25,-70.17,338.2,225.19,1,11.55,60.95
14,-51.14,635.82,565.37,1,16.81,52.52
8,-67.11,350.52,294.14,1,4.62,51.07
26,-59.55,526.56,595.54,1,15.97,48.49
10,-59.04,471.19,382.96,1,15.27,55.08
14,-49.02,786.1,770.85,1,17.44,51
22,-58.6,509.59,657.53,1,16.94,48.62
31,-76.15,156.99,131.17,1,16.46,83.84
8,-66.65,253.87,316.71,1,16.72,53.2
2,-73.26,100.7,124.34,1,17.2,44.31
23,-64.2,530.29,588.07,1,15.2,55.34
15,-51.05,652.97,774.32,1,15.71,54.27
10,-60.91,456.47,456.04,1,15.79,53.03
26,-58.31,641.49,483.28,1,16.69,54.39
8,-66.94,244.36,361.15,1,15.8,55.05
9,-62.68,531.08,358.95,1,3.43,70.86
18,-52.52,645.43,653.08,1,17.76,49.42
33,-71.38,222.88,167.67,1,16.06,71.5
25,-70.56,353.29,341.98,1,16.07,67.62
22,-60.25,523.15,645.8,1,16.57,47.25
15,-50.85,868.44,798.01,1,14.26,40.26
29,-67.66,365.38,310.75,1,13.85,69.57
14,-47.81,860.03,804.91,1,15.66,42.98
11,-60.14,355.81,381.92,1,17.74,49.84
35,-74.27,178.38,111.5,1,16.53,51.65
24,-63.22,577.33,460.36,1,13.26,54.48
27,-56.24,497.87,643.92,1,14.21,54.24
5,-60.02,650.45,713.34,0,15.23,55.06
1,-74.86,177.62,97.83,1,16.06,54.71
36,-76.43,104.69,92.28,1,5.66,54.05
22,-59.1,650.8,642.49,1,15.24,46.78
29,-68.06,327.7,235.57,1,11.03,51.43
34,-70.27,207.02,283.03,0,13.26,60.48
4,-51.29,736.5,759.34,0,2.92,46.65
15,-51.81,652.35,704.35,1,15.63,52.69
1,-77.22,232.79,125.12,1,13.59,50.24
7,-69.76,244.04,177.06,1,13.85,51.57
10,-59.6,533.04,375.56,1,5.46,45.45
36,-75.29,154.67,107.49,1,15.2,59.46
31,-77.33,119.53,132.7,1,16.82,72
22,-58.84,635.52,651.85,1,5.15,47.45
23,-65.41,587.84,641.23,1,5.28,53.33
34,-71.28,261.01,99.22,0,12.06,54.58
20,-39.36,861.66,859.67,1,14.78,45.48
17,-48.42,866.83,879.52,1,17.08,47.88
2,-73.34,106,195.01,1,13.77,44.58
7,-69.22,236.24,278.52,1,4.94,49.46
9,-61.97,354.78,519.52,1,16.76,57.69
10,-59.26,480.28,360.79,1,15.6,72.01
16,-53.23,789.53,758.77,1,18.4,47.42
31,-77.25,226.34,131.84,1,14.67,74.56
34,-70.89,239.75,23.55,0,13.35,58.94
26,-58.85,520.9,491.51,1,15.14,52.59
4,-53.08,787.98,876.17,0,14.51,50.92
2,-72.65,157.63,130.67,1,13.29,47.43
10,-61.04,474.22,358.24,1,4.28,56.05
35,-74.31,171.42,131.83,1,15.71,44.33
35,-73.58,154.3,119.73,1,15.08,48.95
22,-58.56,642.28,640,1,6.35,55.02
25,-71.51,348.85,310.52,1,16.78,67.88
28,-64.05,480.48,383.22,1,13.1,71.39
33,-71.31,467.92,244.93,1,15.72,72.29
35,-73.9,168.99,140.68,1,13.46,46.93
16,-53.38,651.85,634.06,1,8.01,50.56
20,-41.09,862.21,860.08,1,16.05,48.25
36,-74.99,113.35,146.49,1,13.03,52.56
22,-59.26,627.91,652.56,1,16,47.69
11,-61.48,396.58,404.84,1,13.54,53.35
33,-70.8,351.33,212.18,1,1.01,63.98
8,-67.69,289.94,383.85,1,14.53,46.56
33,-71.82,467.4,257.47,1,15.82,73.39
25,-72.77,349.86,298.65,1,14.54,54.81
26,-59.37,655.19,531.46,1,6.14,54.3
14,-48.98,791.55,583.81,1,14.82,49.92
14,-48.84,875.97,779,1,9.01,62.13
16,-53.26,759.72,655.65,1,4.87,52.01
36,-74.74,121.59,57.95,1,14.22,58.31
20,-38.43,874.3,876.68,1,13.93,49.66
17,-49.62,857.79,879.2,1,18.12,53.06
5,-58.28,645.39,713.39,0,6.75,46.61
34,-71.56,246.54,274.97,0,10.92,52.08
13,-59.79,654.06,526.05,1,4.52,55.69
14,-49.59,843.55,780.44,1,8.81,62.75
20,-40.6,855.94,886,1,16.27,47.6
17,-47.71,860.4,853.32,1,15.19,45.93
6,-68.27,348.14,299.6,1,17.33,51.73
36,-75.66,150.8,111.31,1,13.92,52.66
34,-70.13,198.65,219.23,0,13.4,57.32
25,-69.87,340.73,293.44,1,16.71,48.02
23,-66.43,697.09,577.65,1,17.04,56.24
32,-74.28,238.59,252.62,1,6.58,66.73
16,-53.94,872.62,781.08,1,15.34,43.35
27,-55.33,715.17,476.29,1,16.93,45.34
5,-58.68,643.57,573.92,0,10.54,47.96
5,-57.16,649.92,694.95,0,13.84,64
26,-59.81,667.15,569.5,1,15.68,58.18
11,-61.33,343.92,402.59,1,16.09,52.35
13,-60.89,526.76,563.54,1,16.6,53.36
7,-69.79,256.43,235.25,1,11.95,52.36
27,-54.56,582.49,566.63,1,17,54.07
11,-61.35,445.89,405.33,1,15.59,54.16
2,-73.18,162.67,160.67,1,14.37,47.64
1,-75.14,233.86,186.64,1,6.36,56.97
19,-48.74,852.96,844.06,1,11.24,46.7
6,-70.48,358.97,275.41,0,2.55,53.7
19,-46.63,860.19,863.93,1,14.58,47.52
36,-74.69,196.01,139.6,1,12.14,55.03
23,-66.02,660.72,589.52,1,17.54,50.62
8,-67.07,252.59,353.11,1,15.96,54.86
21,-52.17,859.3,864.74,1,13.87,56.27
22,-59.07,692.95,648.93,1,16.22,53.41
7,-71.67,244.85,255.61,1,10.78,45
25,-70.34,248.77,297.17,1,14.9,56.14
31,-77.02,161.35,98.36,1,13.24,89.09
9,-62.38,531.99,470.53,1,15.95,51.76
36,-75.48,103.4,134.81,1,14.57,53.01
5,-60.08,699.19,679.69,0,4.77,62.76
4,-50.33,702.54,791.25,0,4.05,58.65
34,-71.35,264.73,157.53,0,3.03,54.82
32,-74.49,180.04,235.93,1,13.7,66.87
23,-65.96,678.39,603.89,1,17.32,56.31
20,-39.62,866.59,861.07,1,17.49,52.69
18,-54.18,633.25,661.37,1,15.25,56.7
12,-66.97,361.47,300.36,1,4.64,57.02
20,-40.06,856.61,880.15,1,15.24,47.41
1,-74.45,234.48,190.37,1,6.19,57.3
24,-62.84,660.65,522.92,1,14.83,54.66
23,-65.96,642.21,580.87,1,11.81,49.54
5,-58.64,640.57,701.73,0,14.9,55.36
17,-48.95,867.7,865.11,1,17.42,54.8
32,-73.86,211.24,175.65,1,14.66,64.83
35,-74.12,171.64,62.19,1,15.88,53.13
1,-76,157.93,124.67,1,16.91,47.2
25,-70.87,353.56,249.35,1,12.01,60.41
3,-66.74,349.22,385.51,1,15.72,58.7
31,-76.46,170.02,120.98,1,13.35,88.92
26,-59.84,633.78,510.3,1,17.27,53.35
24,-63.17,663.23,330.52,1,4.73,60.62
21,-48.33,851.27,875.59,1,16.94,45.91
11,-60.95,355.25,343.78,1,15.52,58.43
4,-51.02,754.83,863.5,0,1.57,60.53
15,-49.57,885.26,781.91,1,17.34,39.97
20,-40.09,876.89,895.64,1,11.75,46.86
11,-60.57,379.42,397.74,1,17.06,52.91
33,-71.59,374.83,264.67,1,14.56,81.72
13,-60.53,540.18,515.65,1,16.92,52.59
18,-53.63,663.28,640.45,1,15.06,47.63
29,-68.17,340.05,288.81,1,16.39,54.78
34,-70.69,249.78,235.69,0,8.95,55.07
21,-51.19,858.23,841.52,1,13.87,57.39
20,-39.91,890.01,873.83,1,18.95,48.06
8,-66.76,244.18,360.92,1,13.8,49.69
2,-73.42,165.24,114.29,1,5.28,51.19
24,-62.51,538.93,544.44,1,14.82,50.35
33,-70.89,440.28,237.27,1,15.49,72.51
19,-48.09,839.96,871.71,1,11.49,46.93
35,-73.39,175.81,130.39,1,14.06,57.12
5,-57.55,645.16,673.09,0,14.28,64.2
36,-76,106.26,129.6,1,7.32,50.37
28,-64.04,380.87,385.72,1,15.99,67.23
36,-75.84,105.12,100.76,1,13.17,52.34
27,-54.87,626.95,657.8,1,16.58,47.84
34,-71.09,212.37,111.46,0,5.16,48.4
2,-72.64,172.18,146.4,1,11.4,48.27
22,-59.53,699.4,675.98,1,17.48,46.11
31,-77.65,168.62,124.78,1,4.22,74.88
2,-73.11,189.52,126.38,1,12.47,48.73
3,-65.32,365.13,379.65,1,17.79,52.83
6,-70.65,348.76,299.4,0,2.82,53.27
8,-66.87,254.96,399.17,1,15.93,52.02
6,-67.36,340.77,252.5,1,14.66,49.87
34,-71.04,267.61,230.61,0,9.14,55
25,-71.89,363.59,303.38,1,16.4,57.55
6,-68.19,228.08,330.95,1,15.06,49.48
22,-59.53,634.9,675.06,1,14.93,46.52
31,-77.19,172.72,89.57,1,12.85,88.9
23,-67.99,648.34,593.58,1,15.69,49.09
28,-63.39,484.13,382.45,1,10.65,65.31
8,-66.74,355.77,296.99,1,15.07,58.81
7,-70.07,354.79,260.56,1,16.58,49.73
9,-62.09,524.71,456.84,1,15.41,64.43
34,-70.4,228.35,226.69,0,4.47,53.08
25,-71.29,351.96,278.85,1,15.52,56.81
19,-48.24,860.82,858.22,1,15.14,45.78
10,-60.97,453.88,390.06,1,14.37,48.31
6,-66.84,243.97,288.79,1,9.1,48.35
7,-70.24,235.33,253.76,1,5.02,56.87
27,-54.52,532.24,464.15,1,16.82,50.54
10,-59.79,479.85,391.11,1,17.62,51.8
2,-73.05,107.98,134,1,15.76,43.83
34,-70.61,270.16,163.64,0,2.97,55.67
14,-49.13,785.87,792.51,1,15.29,50.61
15,-49.73,852.83,770.77,1,3.86,50.42
14,-50.13,784.04,867.36,1,4.22,45.14
27,-54.65,526.16,447.54,1,16.01,50
18,-52.79,687.36,615.07,1,14.64,48.86
7,-69.65,172.6,207.12,1,17.55,49.88
14,-48.42,871.34,564.11,1,5.36,56.7
1,-76.46,184.68,112.51,1,5.94,46.86
15,-51.59,662.01,707.01,1,15.58,52.04
32,-73.49,240.53,198.74,1,13.42,72.46
24,-59.39,700.77,579.16,1,16.08,47.61
14,-49.33,884.97,592.04,1,5.05,56.66
18,-52.89,660.26,645.79,1,15.77,49.9
4,-53.52,793.21,861.35,0,15.47,50.9
13,-59.31,668.78,569.75,1,13.07,55.11
32,-74.04,348.69,222.52,1,16.19,66.1
6,-68.67,167.93,269.91,1,13.7,50.13
26,-59.09,542.86,442.56,1,15.38,50.55
18,-53.93,648.71,667.98,1,16.54,46.28
23,-68.17,648.84,589.78,1,15.76,48.83
32,-73.35,233.28,173.16,1,15.68,79.26
33,-71.48,349.48,240.8,1,5.05,88.83
5,-59.47,673.89,693.43,0,2.96,46.92
32,-73.72,247.01,233.99,1,14.7,65.23
21,-50.84,865.8,855.22,1,12.36,43.29
24,-61.97,522.92,587.61,1,15.07,50.86
17,-49.11,869.35,870.52,1,17.85,47.44
31,-77.76,64.88,106.78,1,15.57,77.73
26,-55.63,669.51,593.74,1,8.23,70.63
28,-64.4,529.04,403.47,1,17.17,70.47
17,-48.38,879.75,852.12,1,17.14,46.96
21,-50.53,885.28,871.19,1,15.11,58.61
18,-52.88,636.57,639.29,1,14.32,46.87
3,-65.9,357.15,383.97,1,14.22,55.62
16,-52.08,660.36,669.74,1,15.46,48.51
27,-53.63,514.98,580.52,1,16.76,47.94
20,-40.57,858.7,869.72,1,15.86,56.51
13,-60.24,639.05,507.14,1,4.44,55.32
25,-70.71,238.05,288.98,1,14.57,56.42
28,-63.23,341.8,346.16,1,17.28,57.6
12,-67.5,239.5,280.13,1,16.14,55.27
21,-50.32,852.53,877.64,1,5.32,52.98
31,-76.62,71.49,123.09,1,15.37,78.5
3,-66.74,493.81,237.22,1,16.92,53.96
12,-67.82,341.62,242.31,1,12.22,63.5
12,-66.55,351.66,248.27,1,15.61,54.85
7,-70.4,180.22,238.81,1,15.73,52.03
29,-68.75,325.73,292.99,1,13.95,70.13
20,-39.78,858.81,859.71,1,14.51,45.64
20,-39.21,855.99,858.7,1,15.78,47.39
16,-52.01,785.12,711.72,1,16.89,49.61
4,-51.59,776.2,872.21,0,4.52,50.08
6,-69.56,351.65,226.34,1,17.83,48.39
25,-71.4,368.64,303.69,1,12.9,52.29
35,-75.5,182.11,140.31,1,16.34,49.94
10,-59.81,483.26,396.06,1,14.19,63.73
27,-54.96,652.27,655.39,1,14.2,48.23
13,-60.23,528.22,507.53,1,14.85,51.04
15,-50.56,755.9,766.86,1,15.4,50.99
11,-60.75,341.61,392.03,1,5.53,52.71
12,-67.1,450.97,189.48,1,11.45,48.76
25,-71.39,341.69,336.16,1,15.21,64.98
13,-59.08,503.82,572.64,1,14.72,53.28
31,-77.73,117.46,124.31,1,15.46,76.04
35,-76.7,184.65,118.47,1,5.74,53.26
6,-67.44,350.84,299.32,1,13.87,49.45
2,-73.57,125.05,184.63,1,10.25,49.78
20,-40.07,853.32,851.54,1,16.72,54.31
24,-58.47,707.09,597.04,1,16,48.45
2,-73.55,171.38,109.85,1,16,52.43
12,-65.99,466.96,268.87,1,13.64,48.96
34,-69.64,246.52,266.36,0,12.64,55.29
14,-50.15,895.44,788.21,1,16.87,50.76
13,-59.48,533.03,505.79,1,17.86,57.15
16,-52.46,789.71,670.44,1,12.55,49.89
10,-60.76,610.22,394.67,1,16.19,50.24
1,-76.37,180.05,117.54,1,14.62,51.73
21,-49.84,861.62,882.56,1,16.5,46.57
8,-67.37,328.17,392.17,1,14.39,50.49
26,-60.23,720.91,584.99,1,14.22,54.19
16,-53.23,787.65,776.44,1,17.68,51.64
21,-50.73,870.61,867.03,1,15.87,47.88
21,-51.49,849.5,877.33,1,15.29,47.24
28,-63.9,353.16,378.47,1,14.79,70.66
9,-62.36,647.84,513.18,1,11.59,51.39
16,-53.02,775.39,585.76,1,17.79,52.37
25,-71.55,328.14,289.53,1,17.08,58.94
36,-75.53,178.58,133.7,1,10.77,47.84
17,-48.59,861.57,867.67,1,17.14,45.55
8,-67.51,330.49,342.28,1,15.98,46.28
34,-70.17,187.33,106.65,0,13.8,57.51
18,-52.52,657.97,642.57,1,6.1,53.01
5,-57.53,651.58,575.75,0,14.52,53.92
14,-48.58,866.91,751.24,1,4.07,52.47
5,-58.87,656.37,714.89,0,3.8,49.56
2,-72.72,216.66,118.81,1,15.61,49.91
20,-38.98,883.38,844.79,1,15.2,46.69
19,-48.15,862.58,897.26,1,17.85,52.16
11,-62.53,345.04,402.75,1,15.27,49.58
16,-53.14,664.54,654.6,1,15.38,48.61
34,-69.99,272.59,253.45,0,13.47,55.43
6,-68.41,349.27,298.95,1,13.6,46.98
